-6.8306,0.603
37.154,45.588
-76.844,-69.176
-24.887,-17.364
77.653,85.128
4.2423,12.046
-68.084,-60.51
-12.768,-5.1
-71.961,-64.355
-47.185,-39.616
-21.652,-14.14
-30.356,-22.766
-15.761,-8.1346
65.424,72.81
13.439,21.148
-84.143,-76.371
-54.848,-47.191
83.622,90.925
-66.615,-59.052
-36.099,-28.515
68.173,75.554
66.843,74.225
-10.243,-2.6375
-48.685,-41.095
5.3956,13.241
-60.694,-53.115
71.309,78.696
75.716,83.202
-42.204,-34.609
59.712,66.969
16.601,24.383
-32.923,-25.317
56.057,63.287
26.401,34.418
40.55,48.681
30.079,38.117
21.228,29.193
-8.8828,-1.2721
59.522,66.779
32.786,40.944
-18.783,-11.271
7.7181,15.574
80.384,87.844
86.012,93.243
43.092,51.041
-43.354,-35.738
18.194,26.07
42.967,50.932
80.42,87.864
73.723,81.188
-75.897,-68.26
-38.41,-30.851
-86.613,-78.69
85.562,92.792
53.635,60.866
-52.339,-44.681
-63.187,-55.545
10.519,18.286
-22.913,-15.433
-80.782,-73.104
24.142,32.065
-86.587,-78.658
-27.392,-19.859
-57.88,-50.29
62.529,69.806
5.1613,13.038
49.552,56.783
50.946,58.177
4.4945,12.355
40.955,48.858
