76.702,84.611
-85.207,-77.298
-59.025,-51.999
49.338,56.365
20.975,28.884
-72.753,-65.726
-28.844,-21.817
36.247,43.524
103.79,110.82
-43.753,-36.726
43.429,50.456
66.338,73.365
-13.753,-6.7258
-69.298,-62.271
50.156,57.183
32.884,40.337
-26.116,-19.089
-19.934,-12.908
106.43,113.46
21.156,29.066
69.702,76.77
29.52,37.429
54.338,61.365
47.066,54.092
26.156,34.066
-78.48,-71.453
23.247,31.156
-51.753,-44.726
-55.662,-48.635
-30.844,-23.817
18.156,26.066
62.611,69.638
78.793,86.702
17.975,25.881
58.884,65.911
19.066,26.975
101.79,108.82
17.884,25.737
-34.662,-27.635
-48.116,-41.089
-16.753,-9.7258
-23.116,-16.089
-65.662,-58.635
39.793,46.82
73.429,81.253
-39.389,-32.362
94.975,102.88
-76.207,-69.18
18.975,26.884
-62.298,-55.271
